id,img,label,text,description
40953,/kaggle/input/facebook-hateful-meme-dataset/data/img/40953.png,0,once you are in my pack i will always have your back,"json
{
""caption_text"": ""Once you are in my pack, I will always have your back"",
""description"": ""A wolf in the snow with a caption that reads, 'Once you are in my pack, I will always have your back'. The wolf appears to be in a defensive stance, with its mouth open and teeth bared, ready to protect its pack members.""
}"
7258,/kaggle/input/facebook-hateful-meme-dataset/data/img/07258.png,1,"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it""","json
{
""caption_text"": ""Some crazy rez girls be like: 'If you ever leave me, I'll punch myself in the face and tell cops you did it'"",
""description"": ""A meme featuring a woman dressed in Native American clothing, including a headdress, with her arms outstretched. The text in the image is a humorous caption that suggests a fictional scenario involving the woman and a potential breakup. The meme appears to be a playful representation of a strong-willed individual, possibly referencing the stereotype of Native American women as fierce and independent.""
}"
91842,/kaggle/input/facebook-hateful-meme-dataset/data/img/91842.png,1,squatted trucks for when sucking dick while getting buttfucked just isn't gay enough,"json
{
""caption_text"": ""Squatted trucks for when sucking nig dick while getting buttfucked just isn't gay enough"",
""description"": ""A meme featuring a tan truck with the caption text above it. The caption text is a humorous statement about the truck's appearance and the context in which it is used.""
}"
6781,/kaggle/input/facebook-hateful-meme-dataset/data/img/06781.png,1,how cops subdue whites blacks see the night and day responses,"json
{
""caption_text"": ""how cops subdue whites and blacks"",
""description"": ""The image is a meme that humorously compares the way police handle situations involving white and black individuals. The meme features a hand holding a toy gun, with the text 'how cops subdue whites and blacks' written above it. Below the hand, there are two toy bullets, one labeled 'whites' and the other 'blacks'. The text 'see the night and may responses' is located at the bottom of the meme, suggesting that the meme is making a commentary on the different ways police respond to incidents involving white and black individuals. The meme is a satirical take on the idea that police may treat white individuals differently than black individuals.""
}"
10926,/kaggle/input/facebook-hateful-meme-dataset/data/img/10926.png,0,traditional african tribe,"json
{
""caption_text"": ""African tribe in traditional clothing"",
""description"": ""A group of African men in traditional clothing and headdresses are standing in a field. They are holding spears and shields, and their clothing is predominantly brown and white. The sky in the background is blue, and there are trees visible in the distance. The men appear to be in a line, facing the same direction. The image does not contain any text.""
}"
95274,/kaggle/input/facebook-hateful-meme-dataset/data/img/95274.png,0,life has its ups and i have its downs,"json
{
""caption_text"": ""life has its ups and i have its downs"",
""description"": ""A meme featuring a sloth hanging from a tree branch. The sloth is brown and appears to be in a relaxed position. The background of the image is a blurred green color, likely representing the foliage of the tree. The text in the image is a quote that reads 'life has its ups and i have its downs', suggesting a message of resilience and adaptability. The sloth's position on the branch and the quote together create a humorous and relatable meme.""
}"
25103,/kaggle/input/facebook-hateful-meme-dataset/data/img/25103.png,1,this is what happens when you're gay in a muslim country,"json
{
""caption_text"": ""This is what happens when you're gay in a muslim country"",
""description"": ""A black and white photo captures a moment of two men, one standing on the shoulders of the other. The man standing on the shoulders is wearing a sweater and jeans, while the man being carried is dressed in a suit. The image is overlaid with text that reads 'This is what happens when you're gay in a muslim country'.""
}"
17630,/kaggle/input/facebook-hateful-meme-dataset/data/img/17630.png,1,up to train & @peta team @ unhumanrights therapy dogs to console muslim rape victims,"json
{
""caption_text"": ""A dog and a goat with a parrot on their backs. The dog is looking at the camera. The goat is looking to the left. The parrot is looking to the right."",
""description"": ""This image features a dog, a goat, and a parrot. The dog, with its head turned towards the camera, appears to be looking at the viewer. The goat, on the other hand, is looking to the left, seemingly distracted by something off-camera. The parrot, perched on the back of the goat, is looking to the right, possibly observing something in the distance. The image also contains text that reads 'unhumanrights & peta team up to train therapy dogs to console muslim rape victims', suggesting a possible context or message related to the image.""
}"
10453,/kaggle/input/facebook-hateful-meme-dataset/data/img/10453.png,1,all men are pigs women are equal to men,"json
{
""caption_text"": ""all men are pigs women are equal to men"",
""description"": ""A meme featuring two women, one with long hair and the other with short hair. The text above the women reads 'all men are pigs' and the text below reads 'women are equal to men'. The meme seems to be making a statement about gender equality.""
}"
18963,/kaggle/input/facebook-hateful-meme-dataset/data/img/18963.png,1,i believe racism is just like black people it shouldn't exist,"json
{
""caption_text"": ""i believe racism is just like black people it shouldn't exist"",
""description"": ""A meme featuring a rooster with a red comb and white feathers. The rooster is looking to the left. The meme contains a statement in black text that reads, 'I believe racism is just like black people it shouldn't exist'. The text is located both above and below the rooster.""
}"
71485,/kaggle/input/facebook-hateful-meme-dataset/data/img/71485.png,0,hurry ladies he's still.. luke warm,"json
{
""caption_text"": ""hurry ladies he's still... luke warm"",
""description"": ""A man in a blue suit and plaid shirt stands in front of a green background with a white logo. The man is smiling and looking directly at the camera. The text in the image is a play on words, suggesting that the man is not as attractive as he once was, but still somewhat desirable.""
}"
60549,/kaggle/input/facebook-hateful-meme-dataset/data/img/60549.png,0,trump better deal with these muslims before they kill me,"json
"
28157,/kaggle/input/facebook-hateful-meme-dataset/data/img/28157.png,0,i gave that bitch a plunger 'cause bitches love bringing up old shit,"json
{
""caption_text"": ""I gave that bitch a plunger 'cause bitches love bringing up old shit"",
""description"": ""A meme featuring a red and white plunger with a caption that reads 'I gave that bitch a plunger 'cause bitches love bringing up old shit'.""
}"
94176,/kaggle/input/facebook-hateful-meme-dataset/data/img/94176.png,1,the new space saving dishwasher you can hang it anywhere!,"json
{
""caption_text"": ""the new space saving dishwasher you can hang it anywhere!"",
""description"": ""A woman in a dress stands in front of a broken wall. The text in the image is a humorous advertisement for a dishwasher that can be hung anywhere.""
}"
6934,/kaggle/input/facebook-hateful-meme-dataset/data/img/06934.png,0,hitler nonchalantly killing millions of jews with no remorse,"json
{
""caption_text"": ""hitler nonchalantly killing millions of jews with no remorse"",
""description"": ""A black and white meme featuring a man sitting on a blanket. The man is wearing a suit and tie. The text in the image reads 'hitler nonchalantly killing millions of jews with no remorse'.""
}"
38491,/kaggle/input/facebook-hateful-meme-dataset/data/img/38491.png,0,politicians before elections politicians after elections,"json
{
""caption_text"": ""Two cats, one orange and one gray, are shown in two different states. The orange cat is in mid-air, possibly jumping, while the gray cat is sitting on the ground. The image is divided into two sections, each with a different caption. The upper section has the caption 'politicians before elections', and the lower section has the caption 'politicians after elections'."",
""description"": ""The image is a meme that humorously compares the behavior of cats to that of politicians. The orange cat in the upper section is depicted as energetic and active, possibly symbolizing a politician before an election. In contrast, the gray cat in the lower section is shown as calm and relaxed, representing a politician after an election. The meme uses the cats' contrasting states to humorously illustrate the high-energy, active behavior of politicians before an election, and the more relaxed, calm behavior after an election.""
}"
78394,/kaggle/input/facebook-hateful-meme-dataset/data/img/78394.png,0,when republicans freed the slaves this is how democrats responded,"json
{
""caption_text"": ""When republicans feed the slaves this is how democrats responded!"",
""description"": ""A group of people sitting on chairs holding up signs with the message 'When republicans feed the slaves this is how democrats responded!' The text is in white and the signs are colored blue, pink, and white.""
}"
18307,/kaggle/input/facebook-hateful-meme-dataset/data/img/18307.png,0,when people talk trash but you're a bigger person,"json
{
""caption_text"": ""When people talk trash but you're a bigger person"",
""description"": ""A meme of former US President Barack Obama waving with a caption that reads 'When people talk trash but you're a bigger person'.""
}"
31209,/kaggle/input/facebook-hateful-meme-dataset/data/img/31209.png,1,i got fired from a restaurant for sticking my fingers in the dishwasher i'm wondering why they didn't fire her too,"json
{
""caption_text"": ""I got fired from a restaurant for sticking my fingers in the dishwasher. I'm wondering why they didn't fire her too."",
""description"": ""A man is sitting on a bench with his hands clasped in front of him. The image is blurred, making it difficult to discern specific details. The man appears to be deep in thought, possibly contemplating a recent event. The text in the image is a humorous commentary on a situation where a person was fired from a restaurant for an unusual reason. The text suggests that the man is questioning why the person who was fired was not fired as well, adding a layer of irony to the situation.""
}"
72136,/kaggle/input/facebook-hateful-meme-dataset/data/img/72136.png,0,"when you tell her to get ready to go, but you're just going to walmart","json
{
""caption_text"": ""When you tell her to get ready to go, but you're just going to Walmart"",
""description"": ""A man and a woman are in a shopping cart. The man is pushing the cart and the woman is sitting in it. They are both smiling. The background is a parking lot with a blue sky. The text above them reads 'When you tell her to get ready to go, but you're just going to Walmart'.""
}"
79608,/kaggle/input/facebook-hateful-meme-dataset/data/img/79608.png,1,a muslim walks into a gay bar. bartender: what will it be? muslim: free shots for everyone!,"json
{
""caption_text"": ""a muslim walks into a gay bar. bartender: what will it be? muslim: free shots for everyone!"",
""description"": ""The image is a meme featuring a person dressed in military fatigues. The person is holding a gun in one hand and a book in the other. The book is titled 'The Koran'. The text in the image is a humorous scenario involving a Muslim walking into a gay bar and asking for free shots for everyone. The bartender's response is not visible in the image.""
}"
7452,/kaggle/input/facebook-hateful-meme-dataset/data/img/07452.png,1,germany builds the first jet but couldn't make a steel door for a gas chamber expose the lie,"json
{
""caption_text"": ""Germany binds the first jet but couldnt make a steel do or for a gas chamber expose the lie"",
""description"": ""The image is a meme featuring a German jet in the midst of an explosion. The jet is surrounded by smaller planes, suggesting a battle scene. The meme contains a text that reads 'Germany binds the first jet but couldnt make a steel do or for a gas chamber expose the lie', which seems to be a humorous commentary on the historical context of the image. The meme appears to be a play on words, using the phrase 'binds the first jet' as a pun on 'binds the first jet engine', which is a reference to the first jet engine built by Germany during World War II. The phrase 'couldnt make a steel do or for a gas chamber' is a reference to the fact that Germany was unable to produce steel during the war, and the phrase 'expose the lie' suggests that the meme is challenging the historical narrative of the war. Overall, the meme seems to be a light-hearted commentary on the historical events depicted in the image.""
}"
71825,/kaggle/input/facebook-hateful-meme-dataset/data/img/71825.png,0,a typical white man,"json
{
""caption_text"": ""a typical white man"",
""description"": ""A man in a blue sweater and glasses is standing in an office with a desk and computer monitors in the background. The man is smiling and appears to be in a professional setting. The phrase 'a typical white man' is overlaid on the image, suggesting a commentary on stereotypes or expectations associated with white men in a professional environment.""
}"
95812,/kaggle/input/facebook-hateful-meme-dataset/data/img/95812.png,0,happy shot in the face day 5-2-2011,"json
{
""caption_text"": ""happy shot in the face day 5-2-2011"",
""description"": ""A meme featuring Osama bin Laden with a caption that reads 'happy shot in the face day 5-2-2011'.""
}"
47053,/kaggle/input/facebook-hateful-meme-dataset/data/img/47053.png,1,jamal! im pregnant!!!,"json
{
""caption_text"": ""jamal! im pregnant!!"",
""description"": ""A goat with a surprised expression on its face. The goat is standing in the snow and appears to be pregnant. The text in the image is a play on words, with 'jamal!' being a reference to the goat's name and 'im pregnant!!' being a humorous statement about the goat's pregnancy.""
}"
46387,/kaggle/input/facebook-hateful-meme-dataset/data/img/46387.png,0,"i'm not saying i hate you all i'm saying is if you got hit by a bus, i'd be driving that bus","json
{
""caption_text"": ""I'm not saying I hate you. All I'm saying is if you got hit by a bus, I'd be driving that bus."",
""description"": ""A meme featuring a man in a tuxedo holding a microphone. The man is saying a joke about being the driver of a bus if someone were to get hit by it. The joke is in the form of a play on words, suggesting that the man would be the one driving the bus if the incident were to occur.""
}"
14530,/kaggle/input/facebook-hateful-meme-dataset/data/img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"json
{
""caption_text"": ""it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head"",
""description"": ""A meme featuring a group of soldiers with the text 'it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head' written above them. The soldiers are depicted in various poses, some with their arms crossed, others with their hands on their heads. The text is in white and is located at the top of the image. The soldiers are all dressed in camouflage uniforms and appear to be in a military setting. The image seems to be a humorous take on the stereotype of 'radical' Muslims being less prone to violence after being shot in the head.""
}"
41078,/kaggle/input/facebook-hateful-meme-dataset/data/img/41078.png,1,how chevy guys go muddin how ford guys go muddin,"json
{
""caption_text"": ""how chevy guys go muddin'"",
""description"": ""Two men are seen kissing in front of a truck. The truck has a Chevy logo on the front. The men are wearing white shirts. The background consists of trees and a fence. The image is a meme with a caption that reads 'how chevy guys go muddin'.""
}"
81540,/kaggle/input/facebook-hateful-meme-dataset/data/img/81540.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"json
{
""caption_text"": ""muslim in congress 2019"",
""description"": ""A woman wearing a hijab is speaking into a microphone. The background features a photo of the World Trade Center on fire. The text in the image reads 'muslim in congress 2019' and 'muslims in 2001 defund homeland security!'. The woman appears to be addressing an audience, possibly discussing a political issue related to Muslims in Congress in 2019.""
}"
7523,/kaggle/input/facebook-hateful-meme-dataset/data/img/07523.png,1,man caught having sex with a feminist at the beach,"json
{
""caption_text"": ""man caught having sex with a feminist at the beach"",
""description"": ""A man is seen riding on a blow up killer whale inflatable at the beach. The text in the image reads 'man caught having sex with a feminist at the beach'.""
}"
25063,/kaggle/input/facebook-hateful-meme-dataset/data/img/25063.png,0,fur missile incoming,"json
"
28046,/kaggle/input/facebook-hateful-meme-dataset/data/img/28046.png,1,literally me on social media *respect womens* me in irl *bang dishwashers* *respect womens*,"json
{
""caption_text"": ""Literally me on social media"",
""description"": ""Two images of a man in a Darth Vader mask, one with a lightsaber and the other with a sword. The text in the image reads 'Literally me on social media' and 'me in irl'.""
}"
29643,/kaggle/input/facebook-hateful-meme-dataset/data/img/29643.png,1,"dad, dishwasher is loaded again '' ''","json
{
""caption_text"": ""dad, dishwasher is loaded again"",
""description"": ""A woman is laying on a table with her head on her arms, next to two empty glasses. The background is black, and there is a text overlay that reads 'dad, dishwasher is loaded again'.""
}"
57249,/kaggle/input/facebook-hateful-meme-dataset/data/img/57249.png,0,a sheik business man wearing his tradition thawb,"json
{
""caption_text"": ""a sheikh business man wearing his tradition thawb"",
""description"": ""A man in a white thawb, a traditional garment worn by sheikhs, stands with his hands clasped in front of him. The background features a building and trees, suggesting an outdoor setting. The image conveys a sense of cultural pride and tradition.""
}"
8934,/kaggle/input/facebook-hateful-meme-dataset/data/img/08934.png,1,white kids be like im killing everybody,"json
{
""caption_text"": ""white kids be like im killing everybody"",
""description"": ""A young boy is seen leaning against a white door, with a caption that reads 'white kids be like im killing everybody'.""
}"
14782,/kaggle/input/facebook-hateful-meme-dataset/data/img/14782.png,1,"what do you call a mexican midget? a paragraph, because he's too short to be an essay","json
{
""caption_text"": ""What do you call a mexican midget? A paragraphe, because he's too short to be an essay"",
""description"": ""The image features a close-up of a fish with a large head and a long body. The fish is resting on a coral reef. The text in the image is a humorous play on words, suggesting that the fish is too small to be considered a 'midget' and instead should be referred to as a 'paragraphe' because it is too short to be an 'essay'.""
}"
43701,/kaggle/input/facebook-hateful-meme-dataset/data/img/43701.png,1,arrest black babies before they become criminals,"json
{
""caption_text"": ""Arrest black babies before they become criminals"",
""description"": ""A meme featuring a baby sleeping in a crib with a caption suggesting the arrest of black babies before they become criminals.""
}"
80927,/kaggle/input/facebook-hateful-meme-dataset/data/img/80927.png,0,quit monkeying around,"json
{
""caption_text"": ""quit monkeying around"",
""description"": ""A meme featuring three monkeys in a forest. The monkey in the center is sitting on a rock and appears to be looking at the camera. The other two monkeys are in the background, one is sitting on a tree branch and the other is standing on a rock. The meme has a humorous caption that reads 'quit monkeying around'.""
}"
54731,/kaggle/input/facebook-hateful-meme-dataset/data/img/54731.png,1,"for those of you ignorant to history there has already been a ""march for our lives"" and they were already disarmed!","json
{
""caption_text"": ""for those of you ignorant to history there has already been a 'march or our lives' and they were already disarmed!"",
""description"": ""This black and white meme features a group of soldiers walking down a street. The soldiers are dressed in military uniforms and appear to be carrying rifles. The meme includes a text overlay that reads, 'for those of you ignorant to history there has already been a 'march or our lives' and they were already disarmed!'. This statement seems to be a reference to a historical event, possibly the March for Our Lives, which was a protest against gun violence in the United States. The meme seems to be suggesting that the soldiers in the image were already disarmed, possibly as a result of this event. The overall tone of the meme is serious and historical.""
}"
26947,/kaggle/input/facebook-hateful-meme-dataset/data/img/26947.png,1,why isn't my drain working? probably cause the pipes black,"json
{
""caption_text"": ""A man and a woman in yellow vests are looking up at a pipe. The woman is asking, 'Why isn't my drain working?'."",
""description"": ""A man and a woman in yellow vests are in a room with a white brick wall. The woman is holding a piece of paper and looking up at a pipe. The man is looking at her with a concerned expression. The woman is asking, 'Why isn't my drain working?'""
}"
6514,/kaggle/input/facebook-hateful-meme-dataset/data/img/06514.png,0,halal... is it meat you're looking for?,"json
{
""caption_text"": ""A woman is eating a sandwich and looking at it. The caption reads, 'Hala... is it meat you're looking for?'."",
""description"": ""A woman is sitting at a table with a sandwich in front of her. She is looking at the sandwich and appears to be contemplating whether it is meat or not. The caption is a play on words, suggesting that the woman is asking if the sandwich contains meat. The image does not provide any additional context or information beyond this.""
}"
42851,/kaggle/input/facebook-hateful-meme-dataset/data/img/42851.png,0,"""i'm fine, i'm just tired"" = my depression is setting in but i don't want to bother you with it","json
{
""caption_text"": ""I'm fine, I'm just tired my depression is setting in but I don't want to burden you with it"",
""description"": ""A woman is walking down a road with a suitcase, expressing her feelings of depression and not wanting to burden others with it.""
}"
24835,/kaggle/input/facebook-hateful-meme-dataset/data/img/24835.png,1,"section 3: devide and rule ! in religion-based riots, crime will be trust upon hindus only. even though a hindu gets killed at the hands of the minorities, they will not be taken as guilty","json
{
""caption_text"": ""section 3: devolve and rule! in religion-based riots, crime will be trusted upon hindus only, eve't though a hindu gets killed at the hands of the minorities, they will not be taken as guilty"",
""description"": ""The image features a close-up of a knife with a black handle and a silver blade. The background is blurred, but it appears to be a workshop or garage. Overlaying the image is a text in white that reads 'section 3: devolve and rule! in religion-based riots, crime will be trusted upon hindus only, eve't though a hindu gets killed at the hands of the minorities, they will not be taken as guilty'. This text seems to be a quote or statement about a specific section or rule related to religion-based riots and crime. The overall tone of the image suggests a serious or political message.""
}"
12837,/kaggle/input/facebook-hateful-meme-dataset/data/img/12837.png,1,imagine if you will a group of people so disgusting... ...they have to make laws making it illegal to hate them,"json
{
""caption_text"": ""imagine if you will a group of people so disgusting... they have to make laws making it illegal to hate them"",
""description"": ""The image features the European Union flag, which is a circle of 12 yellow stars on a blue background. Superimposed on this flag is a text in white that reads, 'imagine if you will a group of people so disgusting... they have to make laws making it illegal to hate them'. The text suggests a humorous commentary on the flag's symbolism, implying that the flag represents a group of people who are so repulsive that laws must be enacted to prevent hatred towards them.""
}"
49726,/kaggle/input/facebook-hateful-meme-dataset/data/img/49726.png,1,you just went full goat fucker never go full goat fucker,"json
{
""caption_text"": ""you just went full goat fucker never go full goat fucker"",
""description"": ""A man in a helmet holding a rifle. The text is a play on words, suggesting that the man is a 'goat fucker' and the phrase 'never go full goat fucker' is a humorous way of saying 'don't be a full-blown goat fucker'.""
}"
98016,/kaggle/input/facebook-hateful-meme-dataset/data/img/98016.png,1,thanks to john deere black lives haven't mattered for a long time,"json
{
""caption_text"": ""John Deere tractor in a field of tobacco plants. A man is driving the tractor. The caption is a political statement about the Black Lives Matter movement."",
""description"": ""A John Deere tractor is driving through a field of tobacco plants. A man is sitting on the tractor, driving it. The caption is a political statement about the Black Lives Matter movement, suggesting that it hasn't mattered for a long time. The image is a commentary on the ongoing struggle for racial equality and justice.""
}"
46283,/kaggle/input/facebook-hateful-meme-dataset/data/img/46283.png,0,when you're dedicated to working out everyday,"json
{
""caption_text"": ""When you're dedicated to working out everyday"",
""description"": ""A shirtless man with his hands on his head, possibly in a moment of exhaustion or determination. The image is set against a dark background, emphasizing the man's physique and the seriousness of his commitment to his fitness routine.""
}"
