id,img,label,text,description
52790,/kaggle/input/facebook-hateful-meme-dataset/data/img/52790.png,1,girl out here looking like a gallon of arizona iced tea,"json
{
""caption_text"": ""girl out here looking like a gallon of arizona iced tea"",
""description"": ""A meme featuring a woman in a blue shirt and a red skirt. The woman is smiling and appears to be looking at something. The background is blurred, but it appears to be a crowd of people. The meme has a text overlay that reads 'girl out here looking like a gallon of arizona iced tea'.""
}"
39401,/kaggle/input/facebook-hateful-meme-dataset/data/img/39401.png,0,one little phone call and all charges are dropped,"json
{
""caption_text"": ""one little phone call and all charges are dropped"",
""description"": ""A meme featuring former US President Barack Obama sitting in an airplane seat and talking on a phone. The meme humorously suggests that making a single phone call can resolve all charges. The text is in white and is superimposed over the image.""
}"
91428,/kaggle/input/facebook-hateful-meme-dataset/data/img/91428.png,0,when she got a big booty but she's classy,"json
{
""caption_text"": ""when she got a big booty but she's classy"",
""description"": ""The image portrays a man in a top hat and coat, walking with a cane. The man is depicted in a cartoon style, with a large nose and a big butt. The text in the image reads 'when she got a big booty but she's classy', suggesting a humorous commentary on the man's appearance and demeanor.""
}"
4579,/kaggle/input/facebook-hateful-meme-dataset/data/img/04579.png,1,maybe the catholic church protects pedophile preists because the last time christianity shunned a pedophile he started islam?,"json
{
""caption_text"": ""maybe the catholic church protects pedophile priests because the last time christianity shunned a pedophile he started islam?"",
""description"": ""A man with a beard and glasses is shown in a thoughtful pose, with a humorous caption suggesting a connection between the Catholic Church's handling of pedophile priests and the rise of Islam. The caption implies that the Church may have protected pedophile priests because the last time Christianity shunned a pedophile, he started Islam.""
}"
20497,/kaggle/input/facebook-hateful-meme-dataset/data/img/20497.png,1,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border","json
{
""caption_text"": ""lets erect a memorial to all the americans murdered by an illegal alien make it 1500 miles long 30 feet tall and put it on the southern border"",
""description"": ""A black and white photo of an elderly man wearing a hat. The image contains a text that reads 'lets erect a memorial to all the americans murdered by an illegal alien make it 1500 miles long 30 feet tall and put it on the southern border'.""
}"
7486,/kaggle/input/facebook-hateful-meme-dataset/data/img/07486.png,1,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,"json
{
""caption_text"": ""What's the difference between a walrus and a lesbian? One smells like fish and has a mustache and the other is a walrus!"",
""description"": ""Two women in wedding dresses are kissing each other. The text above them is a humorous comparison between walruses and lesbians.""
}"
64805,/kaggle/input/facebook-hateful-meme-dataset/data/img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","json
{
""caption_text"": ""We will kill every man, woman, child, shia, sunnis, zoroastrians, kuru or christian but we don't touch israel why is that?"",
""description"": ""The image features a man with a long beard and a black hat. He is wearing a black suit and holding a cane. The background is a plain beige color. The man appears to be the central figure in the image. The text in the image is in black and is located at the bottom. The text reads: 'We will kill every man, woman, child, shia, sunnis, zoroastrians, kuru or christian but we don't touch israel why is that?'. The text is written in all capital letters and is in a bold font. The man's position in the image, along with the text, suggests that he is the subject of the message conveyed by the text.""
}"
30276,/kaggle/input/facebook-hateful-meme-dataset/data/img/30276.png,0,when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck,"json
{
""caption_text"": ""When the dishwasher isn't working properly and you have no technical knowledge whats going on so you just decide to talk to it and it starts working"",
""description"": ""A woman in a yellow shirt is sitting in front of a dishwasher. The dishwasher is not working and the woman is talking to it. The text above the woman reads, 'When the dishwasher isn't working properly and you have no technical knowledge whats going on so you just decide to talk to it and it starts working'.""
}"
80613,/kaggle/input/facebook-hateful-meme-dataset/data/img/80613.png,0,celebrating the weekend like,"json
{
""caption_text"": ""Two boys playing in the street, one holding a bucket, the other with his arms outstretched. The image is in black and white."",
""description"": ""This is a black and white photograph capturing a moment of joy and playfulness. Two young boys are the main subjects of the image, their bodies filled with energy and excitement. The boy on the left is holding a bucket, perhaps ready to fill it with water or sand. His companion on the right has his arms outstretched, possibly in a gesture of triumph or invitation. They are standing on a brick road, which adds a rustic charm to the scene. The image is devoid of any text, focusing solely on the boys and their actions. The relative positions of the boys suggest they are engaged in a shared activity, their bodies angled towards each other in a way that indicates interaction and camaraderie. The image is a snapshot of childhood, capturing the essence of play and friendship.""
}"
63920,/kaggle/input/facebook-hateful-meme-dataset/data/img/63920.png,0,my customer service face vs how i actually feel,"json
{
""caption_text"": ""my customer service face CHILD'S PLAY"",
""description"": ""A meme featuring a Chucky doll from the Child's Play franchise. The meme is divided into two sections. The top section shows a close-up of the doll's face, while the bottom section shows a photo of a person wearing a Chucky doll mask. The text in the meme reads, 'us how actually feel?'""
}"
19783,/kaggle/input/facebook-hateful-meme-dataset/data/img/19783.png,1,this is what science does for humanity this is what islam does for humanity,"json
{
""caption_text"": ""This is what science does for humanity. This is what Islam does for humanity. This is what science does for humanity."",
""description"": ""The image is a meme featuring two distinct scenes. In the top half, a young boy is seen holding a camera, with the caption 'This is what science does for humanity'. The bottom half of the image shows a crowd of people, with the caption 'This is what Islam does for humanity'. The meme seems to be making a comparison between the two, suggesting that both science and Islam have a positive impact on humanity. However, without additional context, it's difficult to determine the exact message or intention behind the meme.""
}"
35674,/kaggle/input/facebook-hateful-meme-dataset/data/img/35674.png,0,you don't have to be lonely at trump haters.com,"json
{
""caption_text"": ""Two men are lying in bed, one on top of the other, smiling and laughing. The man on top is wearing a necklace. The image is a meme with a caption that reads, 'you don't have to be lonely at trumphaters.com'."",
""description"": ""This image is a meme featuring two men lying in bed, one on top of the other, both smiling and laughing. The man on top is wearing a necklace. The meme has a caption that reads, 'you don't have to be lonely at trumphaters.com'. The image seems to be promoting a website, trumphaters.com, as a place to find companionship or support. The overall tone of the image is light-hearted and humorous, suggesting that the website is meant to be a source of amusement or comfort for its visitors.""
}"
56987,/kaggle/input/facebook-hateful-meme-dataset/data/img/56987.png,0,"stupid people, she was elected to help not to demise","json
{
""caption_text"": ""stupid people, she was elected to help not to demise"",
""description"": ""A woman wearing a headscarf is smiling and looking upwards. The image contains text that reads 'stupid people, she was elected to help not to demise'.""
}"
72354,/kaggle/input/facebook-hateful-meme-dataset/data/img/72354.png,0,this is my diary,"json
{
""caption_text"": ""This is my diary"",
""description"": ""A woman is sitting at a desk in a room with a green door. She is wearing a white dress and has a smile on her face. The desk has a pink dress hanging on a hanger and a book on it. The woman appears to be in a happy and content mood. The room has a green door and a window. The woman is sitting on a wooden chair. The overall atmosphere of the image is calm and peaceful.""
}"
49083,/kaggle/input/facebook-hateful-meme-dataset/data/img/49083.png,0,when you catch your goat with another man ya done fucked up,"json
{
""caption_text"": ""When you catch your goat with another man ya done fucked up"",
""description"": ""A man in a blue plaid shirt is attempting to catch a goat with another man. The caption above the image reads, 'When you catch your goat with another man ya done fucked up'.""
}"
32716,/kaggle/input/facebook-hateful-meme-dataset/data/img/32716.png,1,how much did the holo cost,"json
"
68951,/kaggle/input/facebook-hateful-meme-dataset/data/img/68951.png,0,"if i get compared to michelle obama one more time, i'm gonna lose it!!!","json
{
""caption_text"": ""if i get compared to michelle obama one more time, im gonna lose it!!!!"",
""description"": ""A meme featuring a Chewbacca character from the Star Wars franchise. The character is wearing a belt with multiple pouches. The text superimposed on the image reads, 'if i get compared to michelle obama one more time, im gonna lose it!!!!' This meme seems to be a playful commentary on the comparison of the character to Michelle Obama.""
}"
78064,/kaggle/input/facebook-hateful-meme-dataset/data/img/78064.png,1,original black friday sale,"json
{
""caption_text"": ""A painting of a group of people on a beach with a sign that says 'original black friday sale'"",
""description"": ""This is a painting of a group of people on a beach, with a sign that says 'original black friday sale'. The people are dressed in colonial-era clothing, and there are two ships in the background. The painting is done in a realistic style, and the colors used are predominantly earth tones, with some brighter colors used for the clothing of the people and the sails of the ships.""
}"
90861,/kaggle/input/facebook-hateful-meme-dataset/data/img/90861.png,1,well look at you i've never fingered a potato,"json
{
""caption_text"": ""we'll look at you I've never fingered a potato"",
""description"": ""The image captures a moment between Pope Francis and a young girl. Pope Francis, dressed in his traditional white robes and skullcap, is seen shaking hands with the girl. The girl, wearing a pink shirt and a white hat, is holding a bouquet of flowers. The background is filled with a crowd of people, some of whom are holding cameras and microphones, suggesting that this is a public event. Overlaying the image is a text that reads 'we'll look at you I've never fingered a potato', which appears to be a humorous caption. The overall atmosphere of the image suggests a light-hearted and friendly interaction between Pope Francis and the girl.""
}"
82403,/kaggle/input/facebook-hateful-meme-dataset/data/img/82403.png,0,"everybody loves chocolate chip cookies, even hitler","json
{
""caption_text"": ""Everybody loves chocolate chip cookies, even Hitler"",
""description"": ""This black and white meme features a man dressed in a suit and tie, holding a plate of chocolate chip cookies. The man appears to be in a state of excitement or anticipation. The background is dark and out of focus, drawing attention to the man and the plate of cookies. The text on the meme reads 'everybody loves chocolate chip cookies, even Hitler', suggesting a humorous or ironic statement about the popularity of chocolate chip cookies.""
}"
1274,/kaggle/input/facebook-hateful-meme-dataset/data/img/01274.png,0,how you guys think you looks like but when pados wale pandit jee sees you taba renso,"json
{
""caption_text"": ""how you guys think you look like? but when pados wale nandit jee sees you"",
""description"": ""A man wearing a beanie and a jacket is the central figure in this meme. The meme contains text that reads 'how you guys think you look like? but when pados wale nandit jee sees you'. The man appears to be looking off to the side with a serious expression on his face. The background of the meme is a plain white wall. The overall tone of the meme seems to be humorous, as it is making a joke about how people perceive themselves versus how others might see them.""
}"
37509,/kaggle/input/facebook-hateful-meme-dataset/data/img/37509.png,1,when you're burning jews but the guard falls asleep don't let the flame die out!,"json
{
""caption_text"": ""When you're burning jews but the guard, falls asleep"",
""description"": ""A meme featuring a woman with a tear on her face. The text above her head reads 'When you're burning jews but the guard, falls asleep' and the text below her head reads 'Don't let the flame die out!'. The meme seems to be a humorous commentary on the idea of burning Jews, suggesting that even the guard is asleep and not paying attention.""
}"
40826,/kaggle/input/facebook-hateful-meme-dataset/data/img/40826.png,0,"""when thor throws his hammer, he is ""serving justice"" when i throw a hammer, i ""have anger management issues""","json
{
""caption_text"": ""When Thor throws his hammer, he is 'serving justice'. When I throw a hammer, I have 'anger management issues'"",
""description"": ""A meme featuring a man with blonde hair and a beard. The man is wearing a black shirt. The background of the image is a dark brown color. The text in the image is in white and is written in a serif font. The text reads: 'When Thor throws his hammer, he is 'serving justice'. When I throw a hammer, I have 'anger management issues'"".
}"
64708,/kaggle/input/facebook-hateful-meme-dataset/data/img/64708.png,1,spending quality time with dad,"json
{
""caption_text"": ""A man standing in front of a mugshot background with the words spending quality time with dad above him."",
""description"": ""A man in a black hoodie stands in front of a mugshot background. The words 'spending quality time with dad' are written above him. The man appears to be posing for the photo, and his expression is neutral. The mugshot background is white with black lines and numbers, giving it a stark appearance. The man's position in front of the background suggests he is the main subject of the photo. The words above him are written in a bold, black font and are clearly visible. The overall tone of the image is serious, as indicated by the mugshot background and the man's neutral expression.""
}"
27391,/kaggle/input/facebook-hateful-meme-dataset/data/img/27391.png,1,i said glass of juice not gas the jews,"json
{
""caption_text"": ""I said glass of juice not gas the jews"",
""description"": ""A black and white meme featuring a man in a suit with his hand raised. The man is making a gas mask gesture with his hand. The meme is captioned with the text 'I said glass of juice not gas the jews'.""
}"
13876,/kaggle/input/facebook-hateful-meme-dataset/data/img/13876.png,1,can i get an order of savage with no chili please,"json
{
""caption_text"": ""can i get an order of savage with no chili please"",
""description"": ""A meme featuring a car in front of a Wendy's menu. The text on the menu reads 'can i get an order of savage with no chili please'.""
}"
45037,/kaggle/input/facebook-hateful-meme-dataset/data/img/45037.png,1,i caught my goat cheating on me!,"json
{
""caption_text"": ""I caught my goat cheating on me!"",
""description"": ""Two men are laughing together, with one man holding the other's collar. The man being held is wearing a white shirt. The background is a beige wall. The text is in white and is in all caps.""
}"
30785,/kaggle/input/facebook-hateful-meme-dataset/data/img/30785.png,0,my first act? getting rid of the smell he brought to the house,"json
{
""caption_text"": ""my first act? getting rid of the smell he brought to the house"",
""description"": ""A woman in a red shirt is holding a mop bucket filled with cleaning supplies. The bucket is labeled with the phrase 'my first act? getting rid of the smell he brought to the house'.""
}"
49120,/kaggle/input/facebook-hateful-meme-dataset/data/img/49120.png,1,my eyes are always bloodshot after sex i think it's from the pepper spray,"json
{
""caption_text"": ""my eyes are always bloodshot after sex i think it's from the pepper spray"",
""description"": ""A close up of a person's eye with a red iris and a black pupil. The eye appears to be bloodshot. The person is making a joke about the cause of their bloodshot eyes, suggesting that it might be from pepper spray. The meme is in black and white.""
}"
91462,/kaggle/input/facebook-hateful-meme-dataset/data/img/91462.png,1,it is easier to pick fights with black women than to challenge white men,"json
{
""caption_text"": ""It is easier to pick fights with black women than to challenge white men"",
""description"": ""The image is a meme featuring two people, a man and a woman, sitting on a couch. The man is wearing a blue shirt and the woman is wearing a pink shirt. The text in the image reads 'It is easier to pick fights with black women than to challenge white men'. This statement suggests that it is easier for people to engage in conflicts with black women than to confront white men. The meme seems to be making a statement about societal norms and expectations around race and gender.""
}"
5269,/kaggle/input/facebook-hateful-meme-dataset/data/img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out,"json
{
""caption_text"": ""been talking shit about trump since day one. now crying like bitches after getting called out."",
""description"": ""Three women are standing together, with one of them wearing a red shirt and the other two wearing black. They are all looking off to the side, seemingly deep in thought. The woman in the red shirt is making a face, suggesting she might be expressing displeasure or frustration. The image also contains text that reads 'been talking shit about trump since day one. now crying like bitches after getting called out.' This text seems to be a commentary on the women's reaction to criticism, suggesting that they were previously criticizing Trump but now feel the need to defend themselves. The overall tone of the image seems to be satirical, using humor to make a point about the women's reaction to criticism.""
}"
67384,/kaggle/input/facebook-hateful-meme-dataset/data/img/67384.png,1,what's hillary's favorite pizza? little seizures,"json
{
""caption_text"": ""What's Hillary's favorite pizza?"",
""description"": ""A meme of Hillary Clinton sitting in a chair with a microphone in front of her. She is wearing a black and white patterned top. The background is blue. The text on the meme reads 'What's Hillary's favorite pizza?'. The meme seems to be a humorous reference to Hillary Clinton's presidential campaign.""
}"
76348,/kaggle/input/facebook-hateful-meme-dataset/data/img/76348.png,1,i like my refugees like i like my pasta limp and floating in water,"json
{
""caption_text"": ""i like my refugees like i like my pasta limp and floating in water"",
""description"": ""A meme featuring a pot of boiling water with pasta in it. The text in the image is a humorous statement about refugees.""
}"
46753,/kaggle/input/facebook-hateful-meme-dataset/data/img/46753.png,1,when you're barbecuing and the charcol runs away,"json
{
""caption_text"": ""when you're barbecuing and the charcoal runs away"",
""description"": ""A man in a white shirt and black pants is kneeling down to talk to a young boy in a white shirt and khaki pants. They are surrounded by a crowd of people. The man is holding a green cup in his hand. The boy is looking at the man with a smile on his face. The crowd is standing around them, watching the interaction. The man and the boy are the main focus of the image, with the crowd in the background.""
}"
74235,/kaggle/input/facebook-hateful-meme-dataset/data/img/74235.png,0,chloroform puts the sensual back into non-consensual,"json
{
""caption_text"": ""chloroforum puts the sensual back into non-consensual"",
""description"": ""Two bottles of chloroforum are shown, one with the label ethyl and the other with the label iodine. A black mesh is placed on top of the ethyl bottle.""
}"
83965,/kaggle/input/facebook-hateful-meme-dataset/data/img/83965.png,1,"bitch.. shut your ugly crack addict looking, poor white trash ass up","json
{
""caption_text"": ""A woman sitting in a chair with a phone to her ear. The words 'bitch...' are above her head. Below her, there is a list of insults including 'shut your ugly crack addict looking, poor white trash ass up'.""
""description"": ""This is a black and white meme featuring a woman sitting in a chair with a phone to her ear. The words 'bitch...' are above her head, suggesting that she is being addressed as a bitch. Below her, there is a list of insults including 'shut your ugly crack addict looking, poor white trash ass up', indicating that the person addressing her is unhappy with her appearance and behavior.""
}"
69807,/kaggle/input/facebook-hateful-meme-dataset/data/img/69807.png,1,"what is the most offensive joke you have ever written? if only africa had more mosquito nets, less mosquitos would have to die needlessly of aids","json
{
""caption_text"": ""A meme with a man holding a microphone and a man holding a sign that says 'Make me laugh' and another man holding a sign that says 'I'm not funny'"",
""description"": ""The meme is a collage of three photos. In the top photo, a man is holding a microphone and appears to be speaking. The middle photo shows another man holding a sign that says 'Make me laugh'. The bottom photo shows a third man holding a sign that says 'I'm not funny'. The meme seems to be a humorous commentary on the idea of humor and the subjective nature of what is considered funny.""
}"
21439,/kaggle/input/facebook-hateful-meme-dataset/data/img/21439.png,0,when you start second guessing why you started the fight,"json
{
""caption_text"": ""When you start second-guessing why you started the right"",
""description"": ""This is a black and white meme featuring a group of people gathered around a man who is holding a baby. The text above the crowd reads 'When you start second-guessing why you started the right'. The meme seems to be a humorous take on the idea of second-guessing one's decisions, suggesting that it's better to stick with one's initial decision, even if it's not the 'right' one. The crowd appears to be observing the man with the baby, perhaps indicating that his decision is significant or important to them.""
}"
68259,/kaggle/input/facebook-hateful-meme-dataset/data/img/68259.png,0,instructions on how to come for me 1. dont,"json
{
""caption_text"": ""Jay-Z's wife, Beyoncé, is seen making a funny face and pointing at the camera. The words '1. don't' are written below her."",
""description"": ""In the image, Jay-Z's wife, Beyoncé, is captured in a playful moment. She is seen making a funny face and pointing at the camera with her index finger. The words '1. don't' are written in white text below her, possibly indicating a humorous instruction or advice.""
}"
92064,/kaggle/input/facebook-hateful-meme-dataset/data/img/92064.png,1,after group sex mohammed is very tired,"json
{
""caption_text"": ""After group sex, Mohammed is very tired"",
""description"": ""A man is lying on the ground with a white cloth on his body. He is surrounded by several cows and sheep. The man appears to be tired, possibly after a group sex session with Mohammed. The cows and sheep are scattered around him, seemingly unbothered by his presence. The image is a humorous take on the idea of Mohammed being tired after a group sex session, using the man's tired expression and the presence of livestock to create a comical scene.""
}"
27946,/kaggle/input/facebook-hateful-meme-dataset/data/img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"json
{
""caption_text"": ""Two women in burkas talking to each other. Now available in special edition."",
""description"": ""Two women dressed in burkas are standing on a sidewalk, engaged in conversation. The image is a meme, and it humorously suggests that the women are now available in a special edition. The text is in white and is located at the top and bottom of the image.""
}"
69528,/kaggle/input/facebook-hateful-meme-dataset/data/img/69528.png,1,when you're broke af but still gotta buy christmas gifts,"json
{
""caption_text"": ""When you're broke af but still gotta buy Christmas gifts"",
""description"": ""A meme featuring a woman sitting on a couch with her legs crossed. The woman is wearing a floral dress. The meme conveys a humorous message about being broke during the holiday season and still needing to buy gifts.""
}"
95478,/kaggle/input/facebook-hateful-meme-dataset/data/img/95478.png,1,did you know? women have small feet so they can stand closer to the sink,"json
{
""caption_text"": ""A woman washing dishes in a kitchen. A text overlay reads, 'Did you know? Women have small feet so they can stand closer to the sink'"",
""description"": ""A meme featuring a woman washing dishes in a kitchen. The text overlay humorously states that women have small feet, allowing them to stand closer to the sink.""
}"
5869,/kaggle/input/facebook-hateful-meme-dataset/data/img/05869.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting","json
{
""caption_text"": ""my wife asked me where i'd like to be buried"",
""description"": ""A man with glasses and a beard is shown with a bloody nose. The caption is a humorous reference to a conversation the man had with his wife about where he would like to be buried.""
}"
